"customer_id";"total_orders";"total_quantity";"total_revenue";"first_purchase_ts";"last_purchase_ts";"customer_lifetime_days"
13804;7;1498.0;2635.79;"2011-03-28";"2011-10-28";214
13805;2;1900.0;924.6;"2010-12-06";"2011-06-13";189
13806;1;56.0;256.38;"2011-11-24";"2011-11-24";0
13807;1;36.0;112.6;"2011-01-10";"2011-01-10";0
13808;5;782.0;1747.66;"2011-01-16";"2011-11-20";308
13809;1;29.0;155.05;"2011-06-06";"2011-06-06";0
13810;3;312.0;1499.01;"2011-06-08";"2011-12-05";180
13811;3;68.0;814.5;"2010-12-17";"2011-11-07";325
13812;3;333.0;539.0;"2011-02-23";"2011-11-23";273
13813;4;552.0;1366.86;"2011-03-08";"2011-11-14";251
13814;2;864.0;1579.12;"2011-05-19";"2011-09-25";129
13815;4;2560.0;4027.36;"2011-02-08";"2011-07-26";168
13816;2;269.0;571.67;"2011-07-13";"2011-11-23";133
13817;2;211.0;382.98;"2011-03-08";"2011-06-07";91
13819;3;1109.0;1140.35;"2011-04-26";"2011-06-13";48
13821;2;153.0;385.64;"2011-05-01";"2011-09-25";147
13822;2;611.0;632.0;"2011-03-06";"2011-10-18";226
13823;2;439.0;957.66;"2011-08-17";"2011-09-26";40
13824;5;768.0;1698.94;"2011-05-10";"2011-12-02";206
13826;1;82.0;189.5;"2011-01-26";"2011-01-26";0
13827;3;141.0;412.05;"2011-05-09";"2011-12-04";209
13828;1;311.0;209.49;"2011-07-28";"2011-07-28";0
13831;6;745.0;2202.99;"2010-12-12";"2011-12-05";358
13832;1;28.0;52.2;"2011-08-16";"2011-08-16";0
13833;1;118.0;384.8;"2011-03-20";"2011-03-20";0
13835;4;442.0;834.57;"2010-12-05";"2011-11-20";350
13837;2;183.0;271.24;"2011-05-04";"2011-11-23";203
13838;4;263.0;691.73;"2010-12-10";"2011-10-18";312
13841;1;100.0;85.0;"2011-10-11";"2011-10-11";0
13842;9;1768.0;3385.62;"2011-01-11";"2011-12-06";329
13844;1;196.0;361.62;"2011-09-28";"2011-09-28";0
13845;1;182.0;312.98;"2011-11-22";"2011-11-22";0
13846;3;388.0;865.06;"2011-02-17";"2011-10-30";255
13848;3;3700.0;1255.0;"2011-01-16";"2011-09-25";252
13849;2;1016.0;1537.95;"2010-12-08";"2011-02-16";70
13850;1;944.0;1595.48;"2011-06-12";"2011-06-12";0
13851;3;1705.0;2651.46;"2011-06-15";"2011-09-16";93
13853;1;312.0;1090.14;"2011-12-05";"2011-12-05";0
13854;25;2296.0;8109.52;"2011-01-18";"2011-12-08";324
13856;3;494.0;388.5;"2010-12-16";"2011-12-02";351
13858;1;75.0;216.17;"2011-12-05";"2011-12-05";0
13859;1;129.0;201.16;"2011-04-11";"2011-04-11";0
13860;5;591.0;1245.9;"2010-12-06";"2011-11-02";331
13862;8;1688.0;2209.36;"2010-12-07";"2011-11-11";339
13863;1;224.0;305.78;"2011-10-18";"2011-10-19";1
13865;4;204.0;501.56;"2010-12-08";"2011-12-02";359
13866;1;57.0;145.67;"2011-11-08";"2011-11-08";0
13867;3;513.0;1015.29;"2011-05-20";"2011-11-17";181
13868;2;1964.0;3192.54;"2011-03-20";"2011-10-17";211
13869;4;1721.0;3104.95;"2011-03-01";"2011-09-22";205
13870;8;1325.0;2770.94;"2011-02-27";"2011-10-30";245
13871;13;2806.0;6403.25;"2011-01-30";"2011-12-07";311
13873;3;140.0;389.6;"2011-05-26";"2011-11-16";174
13874;1;180.0;540.45;"2011-02-27";"2011-02-27";0
13875;5;1316.0;1786.79;"2010-12-16";"2011-12-07";356
13876;1;36.0;122.7;"2011-11-24";"2011-11-24";0
13877;1;108.0;117.24;"2011-10-10";"2011-10-10";0
13878;1;475.0;1281.53;"2011-12-06";"2011-12-06";0
13880;13;1842.0;3219.77;"2010-12-06";"2011-11-18";347
13881;20;10118.0;17159.52;"2011-02-20";"2011-12-08";291
13882;5;953.0;1191.13;"2011-02-10";"2011-11-23";286
13883;5;1436.0;2674.48;"2011-09-30";"2011-11-16";47
13884;5;300.0;787.6;"2011-08-02";"2011-10-17";76
13885;2;182.0;506.8;"2010-12-05";"2011-12-05";365
13886;1;126.0;243.56;"2011-11-13";"2011-11-13";0
13887;1;147.0;349.55;"2011-12-01";"2011-12-01";0
13888;2;258.0;605.63;"2011-07-14";"2011-11-17";126
13889;1;146.0;416.9;"2011-09-22";"2011-09-22";0
13890;10;831.0;1883.81;"2010-12-12";"2011-11-03";326
13892;4;983.0;632.97;"2010-12-03";"2011-11-23";355
13893;1;190.0;821.1;"2011-06-19";"2011-06-20";1
13894;3;354.0;564.62;"2011-05-24";"2011-07-13";50
13895;4;1365.0;2593.07;"2011-03-07";"2011-11-18";256
13897;1;200.0;311.16;"2010-12-15";"2010-12-15";0
13898;1;133.0;155.93;"2011-04-12";"2011-04-12";0
13899;2;156.0;388.52;"2011-08-28";"2011-09-08";11
13900;3;430.0;740.95;"2011-01-04";"2011-12-08";338
13901;5;1739.0;2867.2;"2011-03-22";"2011-11-10";233
13904;2;332.0;332.64;"2011-03-28";"2011-06-30";94
13908;4;1478.0;2369.55;"2011-06-22";"2011-11-20";151
13911;9;2731.0;2580.91;"2011-04-13";"2011-12-08";239
13914;2;380.0;626.45;"2011-04-05";"2011-09-26";174
13917;2;228.0;272.04;"2010-12-01";"2010-12-17";16
13918;2;1140.0;1212.84;"2010-12-19";"2011-10-10";295
13919;2;474.0;384.81;"2011-07-06";"2011-11-30";147
13922;1;93.0;172.25;"2011-03-08";"2011-03-08";0
13923;1;185.0;351.13;"2011-12-08";"2011-12-08";0
13924;6;1575.0;1838.85;"2011-02-03";"2011-11-11";281
13925;4;331.0;678.25;"2011-05-25";"2011-09-23";121
13926;1;104.0;223.85;"2011-07-17";"2011-07-17";0
13927;1;214.0;348.99;"2011-11-07";"2011-11-07";0
13928;4;129.0;464.57;"2011-05-19";"2011-09-30";134
13929;2;143.0;842.65;"2011-02-23";"2011-04-11";47
13930;2;274.0;337.34;"2011-05-20";"2011-12-02";196
13931;2;725.0;1237.53;"2011-08-09";"2011-09-15";37
13932;1;72.0;307.4;"2011-07-01";"2011-07-01";0
13933;2;205.0;608.79;"2011-04-19";"2011-08-10";113
13934;1;390.0;922.1;"2011-09-20";"2011-09-20";0
13936;1;330.0;376.58;"2011-01-10";"2011-01-10";0
13937;1;123.0;158.85;"2011-02-23";"2011-02-23";0
13938;1;70.0;71.66;"2011-04-15";"2011-04-15";0
13939;3;847.0;568.55;"2011-05-19";"2011-08-14";87
13940;4;516.0;839.14;"2011-05-05";"2011-11-23";202
13941;5;2364.0;5112.96;"2010-12-05";"2011-09-28";297
13946;3;443.0;561.57;"2011-09-13";"2011-12-04";82
13947;1;44.0;90.6;"2011-11-21";"2011-11-21";0
13948;1;40.0;102.0;"2011-02-13";"2011-02-13";0
13949;6;2474.0;2427.32;"2011-03-06";"2011-11-20";259
13950;4;323.0;745.06;"2011-07-08";"2011-11-09";124
13951;3;459.0;674.45;"2011-01-27";"2011-11-06";283
13952;2;1431.0;3251.07;"2011-11-06";"2011-11-17";11
13953;7;2724.0;3515.68;"2010-12-05";"2011-11-24";354
13954;2;150.0;439.92;"2011-11-01";"2011-11-14";13
13955;2;154.0;322.96;"2011-04-05";"2011-06-06";62
13956;5;491.0;1026.42;"2011-05-18";"2011-12-07";203
13959;3;357.0;598.2;"2011-02-02";"2011-10-27";267
13960;2;142.0;230.22;"2011-08-04";"2011-11-13";101
13962;2;87.0;169.55;"2011-07-31";"2011-10-24";85
13963;4;460.0;664.54;"2011-01-07";"2011-06-03";147
13967;1;42.0;80.7;"2011-04-26";"2011-04-26";0
13969;18;4542.0;9053.94;"2011-01-04";"2011-12-01";331
13971;8;1844.0;2758.26;"2011-01-14";"2011-11-29";319
13972;2;187.0;190.25;"2011-11-14";"2011-12-02";18
13973;1;109.0;264.7;"2011-07-24";"2011-07-24";0
13974;1;249.0;413.59;"2010-12-23";"2010-12-23";0
13975;6;1732.0;2526.28;"2011-05-17";"2011-11-18";185
13976;1;154.0;357.98;"2011-11-28";"2011-11-28";0
13978;2;315.0;196.79;"2011-01-30";"2011-09-18";231
13979;1;639.0;869.87;"2011-11-09";"2011-11-09";0
13980;1;172.0;200.14;"2011-11-28";"2011-11-28";0
13982;4;1136.0;1871.81;"2011-01-20";"2011-04-10";80
13983;12;1183.0;2603.43;"2010-12-08";"2011-12-02";359
13984;5;679.0;920.51;"2011-01-17";"2011-10-14";270
13985;15;3445.0;7060.13;"2010-12-15";"2011-12-01";351
13986;1;430.0;320.46;"2011-08-31";"2011-08-31";0
13988;6;3044.0;4147.96;"2011-02-08";"2011-12-05";300
13989;2;1313.0;1266.08;"2011-11-04";"2011-11-20";16
13990;1;190.0;311.3;"2011-11-22";"2011-11-22";0
13991;6;998.0;855.97;"2010-12-06";"2011-11-06";335
13992;1;64.0;76.8;"2011-05-25";"2011-05-25";0
13993;9;900.0;3466.36;"2011-02-20";"2011-11-29";282
13994;6;940.0;2313.14;"2011-03-08";"2011-11-17";254
13995;5;879.0;1393.69;"2011-05-11";"2011-12-05";208
13999;12;2243.0;3901.81;"2011-01-13";"2011-11-22";313
14000;1;710.0;635.66;"2011-11-24";"2011-11-24";0
14001;3;962.0;2043.08;"2010-12-02";"2011-11-10";343
14002;2;877.0;529.73;"2011-03-28";"2011-05-27";60
14004;7;2668.0;4582.64;"2011-02-02";"2011-10-30";270
14005;5;2478.0;2874.72;"2011-01-28";"2011-11-18";294
14006;3;641.0;962.19;"2011-05-18";"2011-11-01";167
14009;2;365.0;695.61;"2011-11-29";"2011-12-07";8
14012;1;160.0;328.8;"2011-08-17";"2011-08-18";1
14013;3;462.0;473.02;"2011-04-26";"2011-08-24";120
14014;1;1076.0;505.18;"2011-11-04";"2011-11-04";0
14015;1;378.0;917.34;"2010-12-03";"2010-12-03";0
14016;4;2125.0;4341.21;"2011-03-01";"2011-11-27";271
14019;3;1037.0;1421.61;"2011-01-13";"2011-09-11";241
14020;2;441.0;642.8;"2011-09-02";"2011-10-04";32
14021;3;192.0;631.9;"2011-03-31";"2011-11-23";237
14022;1;487.0;440.0;"2011-11-14";"2011-11-14";0
14023;2;345.0;584.07;"2011-10-13";"2011-10-17";4
14024;2;150.0;327.7;"2011-06-27";"2011-07-07";10
14027;1;62.0;104.82;"2011-11-27";"2011-11-27";0
14029;2;198.0;467.66;"2011-05-05";"2011-11-25";204
14030;8;1479.0;2360.09;"2011-01-17";"2011-10-26";282
14031;19;5788.0;17286.86;"2010-12-07";"2011-12-08";366
14032;11;2032.0;2975.59;"2011-01-12";"2011-11-29";321
14034;3;423.0;651.82;"2011-03-24";"2011-07-26";124
14035;5;739.0;1428.02;"2011-01-10";"2011-09-13";246
14036;1;268.0;626.65;"2011-07-27";"2011-07-28";1
14037;2;46.0;147.2;"2011-01-26";"2011-01-26";0
14038;3;965.0;1560.38;"2011-05-05";"2011-11-27";206
14039;1;92.0;152.2;"2011-04-28";"2011-04-28";0
14040;12;1554.0;3614.92;"2010-12-20";"2011-11-27";342
14041;1;94.0;141.41;"2011-09-16";"2011-09-16";0
14044;4;308.0;652.82;"2011-04-28";"2011-09-01";126
14045;4;535.0;1659.75;"2010-12-01";"2011-08-11";253
14046;1;460.0;154.99;"2011-07-31";"2011-07-31";0
14047;5;381.0;1308.61;"2010-12-05";"2011-12-06";366
14048;1;288.0;409.93;"2011-06-07";"2011-06-07";0
14049;4;3870.0;5681.72;"2011-03-21";"2011-12-05";259
14050;2;689.0;746.36;"2011-05-12";"2011-08-23";103
14051;23;3756.0;15610.39;"2011-01-13";"2011-11-29";320
14052;1;89.0;225.36;"2011-08-10";"2011-08-10";0
14053;2;215.0;260.25;"2011-03-20";"2011-06-27";99
14054;1;62.0;92.46;"2011-11-22";"2011-11-22";0
14055;1;216.0;725.64;"2011-08-24";"2011-08-24";0
14056;23;4273.0;8214.65;"2010-12-07";"2011-12-08";366
14057;17;4876.0;6217.96;"2011-02-15";"2011-12-06";294
14059;1;128.0;183.6;"2011-09-15";"2011-09-15";0
14060;19;5386.0;6140.42;"2010-12-05";"2011-12-05";365
14062;12;5593.0;10464.85;"2011-01-27";"2011-11-11";288
14064;5;1788.0;1353.74;"2011-06-05";"2011-11-23";171
14066;1;45.0;152.55;"2011-09-15";"2011-09-15";0
14067;2;361.0;374.7;"2011-09-12";"2011-11-24";73
14068;1;73.0;265.85;"2011-04-21";"2011-04-21";0
14071;8;995.0;1438.82;"2011-01-07";"2011-10-27";293
14073;1;130.0;151.04;"2011-05-12";"2011-05-12";0
14075;3;754.0;942.26;"2011-08-10";"2011-10-20";71
14076;1;81.0;122.47;"2011-06-12";"2011-06-12";0
14077;5;268.0;499.42;"2011-01-06";"2011-11-14";312
14078;6;310.0;1049.37;"2010-12-02";"2011-11-21";354
14079;1;301.0;375.1;"2011-06-26";"2011-06-26";0
14080;1;48.0;45.6;"2011-05-08";"2011-05-08";0
14081;2;596.0;934.52;"2010-12-16";"2011-06-13";179
14082;1;110.0;182.25;"2011-01-25";"2011-01-26";1
14083;9;732.0;1018.43;"2010-12-09";"2011-12-06";362
14085;18;3184.0;4448.54;"2011-01-04";"2011-12-07";337
14087;1;251.0;194.42;"2011-10-30";"2011-10-30";0
14088;13;12665.0;50491.81;"2010-12-03";"2011-12-06";368
14089;1;134.0;161.0;"2011-12-05";"2011-12-05";0
14090;1;72.0;76.32;"2011-04-13";"2011-04-13";0
14092;14;2066.0;4076.91;"2011-02-17";"2011-12-08";294
14093;1;406.0;442.85;"2011-09-25";"2011-09-25";0
14096;17;16352.0;65164.79;"2010-12-01";"2011-11-29";363
14098;1;104.0;147.35;"2011-03-31";"2011-03-31";0
14099;11;2179.0;3104.17;"2011-02-11";"2011-11-21";283
14100;1;64.0;194.9;"2011-05-18";"2011-05-18";0
14101;6;6942.0;5976.79;"2011-04-10";"2011-12-07";241
14102;5;961.0;1360.28;"2011-02-02";"2011-10-20";260
14104;2;72.0;216.21;"2011-03-06";"2011-04-03";28
14105;1;800.0;1266.23;"2011-11-04";"2011-11-04";0
14107;7;1793.0;2703.23;"2010-12-08";"2011-11-15";342
14108;2;381.0;597.91;"2011-05-22";"2011-09-02";103
14109;1;88.0;144.2;"2011-11-10";"2011-11-10";0
14110;12;2445.0;5683.15;"2011-02-14";"2011-11-17";276
14111;4;458.0;692.85;"2011-08-24";"2011-10-30";67
14112;7;1651.0;2915.15;"2011-03-06";"2011-12-02";271
14113;4;745.0;1840.42;"2011-03-04";"2011-10-31";241
14114;2;101.0;386.53;"2011-04-03";"2011-09-01";151
14116;5;707.0;1382.74;"2011-05-19";"2011-11-22";187
14117;1;72.0;90.0;"2011-05-06";"2011-05-06";0
14121;4;2082.0;2780.15;"2011-05-27";"2011-11-29";186
14124;1;1618.0;419.58;"2011-10-14";"2011-10-14";0
14125;3;1640.0;2740.43;"2011-06-12";"2011-10-31";141
14126;3;508.0;706.13;"2011-10-02";"2011-10-14";12
14127;3;321.0;709.71;"2011-05-24";"2011-10-04";133
14128;2;564.0;637.5;"2011-10-05";"2011-11-28";54
14129;5;592.0;1123.86;"2011-08-25";"2011-11-01";68
14130;1;258.0;483.86;"2011-04-27";"2011-04-27";0
14132;11;3368.0;3586.03;"2010-12-17";"2011-11-28";346
14133;3;348.0;605.64;"2011-05-11";"2011-06-12";32
14135;15;3850.0;4690.31;"2010-12-05";"2011-11-15";345
14138;2;610.0;982.38;"2011-11-01";"2011-11-23";22
14139;1;510.0;415.82;"2011-01-18";"2011-01-18";0
14140;2;811.0;935.05;"2011-05-15";"2011-10-25";163
14141;4;355.0;915.13;"2011-08-26";"2011-11-30";96
14142;1;313.0;311.81;"2010-12-05";"2010-12-05";0
14143;1;30.0;115.8;"2011-05-31";"2011-05-31";0
14145;4;756.0;3742.2;"2011-01-16";"2011-11-18";306
14146;5;2437.0;4191.0;"2011-03-01";"2011-10-20";233
14147;2;108.0;483.4;"2011-07-25";"2011-11-01";99
14148;1;16.0;157.2;"2011-11-09";"2011-11-09";0
14149;1;218.0;446.62;"2011-11-15";"2011-11-15";0
14150;2;496.0;658.64;"2011-02-18";"2011-04-08";49
14152;2;711.0;621.29;"2011-11-06";"2011-11-09";3
14154;2;465.0;1345.62;"2011-11-04";"2011-11-04";0
14155;1;25.0;118.75;"2011-09-16";"2011-09-16";0
14156;55;57885.0;117379.63;"2010-12-03";"2011-12-07";369
14157;2;284.0;432.88;"2011-07-26";"2011-08-08";13
14158;1;781.0;507.66;"2011-03-04";"2011-03-04";0
14159;11;4408.0;4693.01;"2010-12-06";"2011-10-18";316
14161;3;455.0;1110.52;"2010-12-14";"2011-11-18";339
14162;2;142.0;289.36;"2011-02-01";"2011-07-04";153
14163;4;893.0;2445.91;"2011-04-07";"2011-12-06";243
14164;2;1033.0;1631.77;"2011-10-21";"2011-11-14";24
14165;1;54.0;122.54;"2011-08-25";"2011-08-25";0
14167;4;150.0;574.84;"2011-03-07";"2011-09-22";199
14171;1;167.0;363.79;"2011-09-11";"2011-09-11";0
14173;4;150.0;450.84;"2011-01-27";"2011-11-16";293
14174;1;94.0;134.46;"2011-04-27";"2011-04-27";0
14175;3;1515.0;3222.3;"2011-02-15";"2011-11-30";288
14176;4;209.0;576.9;"2011-01-07";"2011-06-20";164
14177;4;205.0;559.41;"2011-01-11";"2011-10-10";272
14178;7;1505.0;1620.93;"2011-01-06";"2011-11-18";316
14179;2;330.0;719.78;"2010-12-06";"2011-02-28";84
14180;25;719.0;4748.52;"2010-12-06";"2011-12-02";361
14184;1;127.0;452.89;"2011-11-18";"2011-11-18";0
14185;1;6.0;197.65;"2011-04-01";"2011-04-01";0
14188;6;1162.0;2054.36;"2011-04-05";"2011-11-20";229
14189;15;3937.0;4654.08;"2010-12-21";"2011-12-05";349
14191;13;3662.0;4684.76;"2010-12-06";"2011-12-05";364
14193;2;445.0;853.39;"2011-09-08";"2011-11-16";69
14194;21;5840.0;11349.52;"2011-02-06";"2011-12-08";305
14195;2;760.0;1012.0;"2011-10-12";"2011-12-02";51
14196;1;142.0;335.52;"2011-08-22";"2011-08-22";0
14198;4;290.0;701.4;"2011-04-28";"2011-11-04";190
14199;1;28.0;185.4;"2011-11-17";"2011-11-17";0
14201;7;590.0;747.44;"2010-12-09";"2011-11-28";354
14204;1;82.0;161.03;"2011-10-30";"2011-10-30";0
14205;2;204.0;466.7;"2011-09-04";"2011-09-20";16
14206;1;276.0;328.16;"2011-11-04";"2011-11-04";0
14208;1;114.0;151.74;"2011-09-20";"2011-09-20";0
14209;6;691.0;2073.43;"2011-03-31";"2011-11-21";235
14210;6;760.0;1905.84;"2010-12-09";"2011-12-07";363
14211;9;1242.0;2241.1;"2010-12-01";"2011-12-02";366
14212;1;1152.0;1070.48;"2011-09-29";"2011-09-29";0
14214;5;751.0;1004.38;"2010-12-13";"2011-08-17";247
14215;6;1358.0;1789.72;"2010-12-08";"2011-11-02";329
14216;4;594.0;1839.3;"2011-03-24";"2011-10-27";217
14217;17;689.0;2004.98;"2010-12-14";"2011-12-02";353
14218;1;160.0;169.48;"2011-02-20";"2011-02-20";0
14219;1;78.0;89.94;"2011-10-24";"2011-10-24";0
14220;2;272.0;632.4;"2011-02-27";"2011-10-19";234
14221;9;2191.0;3432.8;"2010-12-03";"2011-11-28";360
14222;1;607.0;683.17;"2011-01-24";"2011-01-24";0
14223;3;585.0;991.13;"2011-03-24";"2011-09-25";185
14224;4;514.0;1050.12;"2011-04-21";"2011-11-20";213
14226;5;1308.0;2232.19;"2011-06-01";"2011-11-25";177
14227;10;1820.0;3350.96;"2011-06-22";"2011-12-08";169
14229;3;610.0;1547.2;"2010-12-07";"2011-07-06";211
14231;3;409.0;925.71;"2010-12-17";"2011-11-11";329
14232;5;1941.0;2048.07;"2010-12-08";"2011-09-19";285
14233;4;680.0;1462.72;"2010-12-23";"2011-11-23";335
14234;4;963.0;775.46;"2011-01-31";"2011-12-04";307
14235;5;1959.0;3144.86;"2011-03-23";"2011-11-13";235
14236;2;310.0;490.86;"2010-12-08";"2011-10-20";316
14237;1;38.0;161.0;"2010-12-02";"2010-12-02";0
14238;1;111.0;146.85;"2011-04-11";"2011-04-11";0
14239;11;993.0;2380.85;"2011-02-15";"2011-12-05";293
14240;2;418.0;890.34;"2011-05-23";"2011-11-14";175
14241;1;146.0;213.7;"2010-12-17";"2010-12-17";0
14242;2;123.0;280.55;"2011-04-12";"2011-11-08";210
14243;10;1221.0;2588.77;"2011-01-18";"2011-10-24";279
14245;2;976.0;1693.45;"2011-09-21";"2011-11-15";55
14246;3;804.0;1474.06;"2011-05-18";"2011-10-24";159
14247;1;47.0;136.77;"2011-08-16";"2011-08-16";0
14248;1;102.0;302.58;"2011-05-03";"2011-05-04";1
14250;3;1200.0;1904.05;"2011-09-29";"2011-10-17";18
14251;5;1674.0;2879.7;"2011-08-28";"2011-12-04";98
14256;2;414.0;969.06;"2011-01-26";"2011-09-28";245
14257;5;1682.0;3099.72;"2010-12-14";"2011-11-23";344
14258;9;7100.0;12669.98;"2011-03-16";"2011-12-05";264
14259;1;68.0;120.0;"2011-05-11";"2011-05-11";0
14261;2;406.0;1163.45;"2010-12-12";"2011-10-28";320
14262;8;1645.0;2618.23;"2011-03-24";"2011-12-07";258
14264;2;70.0;333.97;"2011-04-03";"2011-10-25";205
14265;2;330.0;530.18;"2011-04-18";"2011-08-10";114
14267;3;530.0;1516.24;"2011-03-10";"2011-09-28";202
14270;1;197.0;492.65;"2011-03-31";"2011-03-31";0
14271;1;88.0;112.32;"2011-11-14";"2011-11-14";0
14272;2;599.0;437.96;"2011-10-07";"2011-11-08";32
14273;4;264.0;559.97;"2010-12-09";"2011-11-17";343
14276;3;744.0;1119.74;"2011-01-06";"2011-09-09";246
14277;3;1984.0;4216.2;"2011-07-31";"2011-11-23";115
14280;1;52.0;134.04;"2011-12-08";"2011-12-08";0
14282;15;2668.0;3729.34;"2011-01-09";"2011-12-02";327
14284;2;161.0;595.25;"2011-05-20";"2011-10-09";142
14285;4;541.0;1910.01;"2011-01-25";"2011-11-06";285
14286;3;4338.0;4628.75;"2011-01-24";"2011-10-27";276
14287;3;261.0;176.63;"2011-10-11";"2011-12-07";57
14288;1;188.0;426.6;"2011-11-21";"2011-11-21";0
14289;6;292.0;911.26;"2011-01-25";"2011-12-06";315
14290;5;915.0;2314.65;"2011-02-04";"2011-12-06";305
14291;11;2749.0;3883.25;"2011-02-07";"2011-12-02";298
14292;9;1663.0;4871.93;"2011-03-08";"2011-12-01";268
14293;4;709.0;1046.56;"2010-12-20";"2011-10-27";311
14295;1;84.0;166.2;"2011-03-06";"2011-03-06";0
14297;4;865.0;1305.33;"2010-12-10";"2011-11-27";352
14298;44;58343.0;51527.3;"2010-12-02";"2011-11-16";349
14299;9;2149.0;3965.62;"2011-01-18";"2011-12-01";317
14300;1;32.0;43.2;"2011-08-17";"2011-08-17";0
14301;1;606.0;640.14;"2011-07-17";"2011-07-17";0
14304;1;139.0;383.45;"2011-11-14";"2011-11-14";0
14305;3;1089.0;1858.96;"2011-05-23";"2011-11-13";174
14306;2;1075.0;2093.32;"2010-12-09";"2011-10-10";305
14307;6;2058.0;2995.72;"2010-12-01";"2011-11-15";349
14309;9;1633.0;2352.53;"2010-12-23";"2011-11-08";320
14311;1;146.0;310.26;"2011-10-28";"2011-10-28";0
14312;6;1012.0;1611.59;"2010-12-08";"2011-09-27";293
14314;1;296.0;120.0;"2011-08-22";"2011-08-22";0
14315;6;1021.0;2481.13;"2010-12-01";"2011-09-16";289
14317;1;255.0;508.58;"2011-11-22";"2011-11-22";0
14320;2;325.0;477.79;"2011-03-29";"2011-11-28";244
14321;5;2406.0;1530.75;"2011-01-25";"2011-11-08";287
14323;2;350.0;605.06;"2011-07-24";"2011-11-06";105
14326;1;103.0;183.85;"2011-10-30";"2011-10-30";0
14327;1;139.0;311.65;"2011-03-10";"2011-03-10";0
14329;7;3095.0;5014.84;"2010-12-22";"2011-09-02";254
14331;2;252.0;462.66;"2011-05-24";"2011-06-27";34
14332;3;481.0;866.31;"2011-04-21";"2011-11-18";211
14333;1;58.0;415.2;"2011-11-16";"2011-11-16";0
14334;8;1731.0;2552.21;"2011-02-27";"2011-12-02";278
14335;2;379.0;468.26;"2011-09-08";"2011-09-13";5
14336;4;1759.0;1614.91;"2011-08-23";"2011-12-07";106
14338;2;335.0;588.22;"2011-03-17";"2011-12-08";266
14339;1;168.0;309.52;"2011-10-28";"2011-10-28";0
14340;1;58.0;134.7;"2011-11-16";"2011-11-16";0
14341;8;1403.0;2182.28;"2011-01-31";"2011-11-20";293
14342;4;347.0;668.56;"2011-05-19";"2011-11-25";190
14344;8;477.0;889.93;"2010-12-21";"2011-11-28";342
14345;1;50.0;108.98;"2011-03-18";"2011-03-18";0
14346;2;605.0;1021.58;"2011-06-20";"2011-07-08";18
14348;1;183.0;409.57;"2011-09-29";"2011-09-29";0
14349;1;86.0;133.5;"2011-10-05";"2011-10-05";0
14350;1;183.0;282.93;"2011-08-31";"2011-08-31";0
14351;1;12.0;51.0;"2011-03-07";"2011-03-07";0
14352;4;538.0;1078.96;"2011-03-25";"2011-11-08";228
14353;1;64.0;90.6;"2011-11-20";"2011-11-20";0
14354;2;210.0;163.62;"2011-05-25";"2011-10-18";146
14355;1;92.0;174.4;"2011-01-19";"2011-01-19";0
14356;2;277.0;701.23;"2011-10-19";"2011-10-24";5
14357;1;148.0;225.77;"2011-02-15";"2011-02-15";0
14359;3;371.0;912.18;"2011-02-20";"2011-10-05";227
14360;4;1151.0;2128.23;"2011-05-12";"2011-11-17";189
14362;1;100.0;161.2;"2011-07-28";"2011-07-28";0
14364;8;1967.0;3717.35;"2010-12-06";"2011-12-05";364
14367;16;4438.0;9261.52;"2010-12-07";"2011-11-23";351
14368;1;36.0;155.0;"2011-04-21";"2011-04-21";0
14371;1;34.0;100.5;"2011-06-29";"2011-06-29";0
14373;1;17.0;76.55;"2011-02-25";"2011-02-25";0
14375;1;194.0;257.68;"2010-12-13";"2010-12-13";0
14377;2;219.0;617.05;"2010-12-01";"2011-09-23";296
14379;2;292.0;348.1;"2011-02-07";"2011-06-29";142
14381;1;146.0;202.68;"2010-12-07";"2010-12-07";0
14382;1;1237.0;626.07;"2011-06-23";"2011-06-23";0
14383;3;817.0;1247.69;"2011-03-09";"2011-11-22";258
14385;3;159.0;202.11;"2011-07-14";"2011-10-07";85
14386;1;54.0;142.4;"2011-06-22";"2011-06-22";0
14387;3;819.0;1770.56;"2011-05-10";"2011-11-07";181
14388;8;1941.0;3212.84;"2010-12-05";"2011-12-02";362
14389;2;729.0;1043.46;"2010-12-02";"2011-11-21";354
14390;9;2136.0;4652.82;"2010-12-05";"2011-12-05";365
14393;1;13.0;67.95;"2011-11-17";"2011-11-17";0
14395;9;1693.0;3507.71;"2010-12-08";"2011-11-29";356
14396;2;225.0;487.99;"2010-12-09";"2011-11-22";348
14397;19;1890.0;2612.96;"2011-01-10";"2011-12-07";331
14400;1;454.0;574.7;"2011-04-17";"2011-04-17";0
14401;13;4507.0;4051.48;"2011-01-06";"2011-10-24";291
14403;4;519.0;1475.81;"2011-05-12";"2011-11-18";190
14404;6;839.0;1474.32;"2010-12-16";"2011-09-29";287
14406;1;77.0;156.75;"2011-07-15";"2011-07-15";0
14407;6;1415.0;2157.73;"2011-05-12";"2011-11-29";201
14408;7;1616.0;2606.53;"2010-12-05";"2011-11-06";336
14409;6;1230.0;2059.45;"2011-01-06";"2011-11-14";312
14410;9;571.0;1105.07;"2011-05-12";"2011-11-28";200
14411;1;196.0;1063.0;"2011-05-24";"2011-05-24";0
14412;2;786.0;770.03;"2011-02-20";"2011-11-10";263
14413;1;68.0;122.7;"2011-02-02";"2011-02-02";0
