customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13095,26,1,74.4,4,1,1,411,At risk
13097,30,10,6010.42,4,5,5,455,Champions
13098,4,28,28882.44,5,5,5,555,Champions
13099,93,1,207.36,2,1,1,211,Hibernating
13101,31,1,101.19,3,1,1,311,At risk
13102,4,24,6424.09,5,5,5,555,Champions
13103,277,1,243.94,1,1,1,111,Hibernating
13104,44,6,1098.48,3,5,4,354,Loyalists
13106,191,1,76.5,1,1,1,111,Hibernating
13107,61,4,1531.62,3,4,4,344,Loyalists
13108,370,1,350.06,1,1,2,112,Hibernating
13109,11,2,786.54,5,2,3,523,At risk
13110,68,7,1488.67,2,5,4,254,At risk
13113,2,24,12245.96,5,5,5,555,Champions
13115,5,4,2294.78,5,4,5,545,Champions
13116,207,1,501.14,1,1,3,113,Hibernating
13117,23,8,984.91,4,5,4,454,Champions
13118,13,5,1197.81,4,4,4,444,Champions
13120,34,1,30.6,3,1,1,311,At risk
13121,90,1,283.73,2,1,2,212,Hibernating
13122,38,2,922.39,3,2,3,323,At risk
13124,59,3,3866.33,3,3,5,335,Loyalists
13126,30,8,2099.64,4,5,5,455,Champions
13127,38,1,259.17,3,1,2,312,At risk
13130,80,1,64.0,2,1,1,211,Hibernating
13131,26,3,1073.3,4,3,4,434,Loyalists
13132,76,1,77.3,2,1,1,211,Hibernating
13133,100,2,109.8,2,2,1,221,Hibernating
13134,31,4,1793.58,3,4,4,344,Loyalists
13135,2,1,3096.0,5,1,5,515,At risk
13136,5,5,2607.61,5,4,5,545,Champions
13137,60,8,3650.41,3,5,5,355,Loyalists
13138,39,6,962.39,3,5,4,354,Loyalists
13139,20,7,5064.94,4,5,5,455,Champions
13140,116,3,423.72,2,3,2,232,At risk
13141,19,5,2388.75,4,4,5,445,Champions
13142,115,1,307.09,2,1,2,212,Hibernating
13144,255,1,110.95,1,1,1,111,Hibernating
13145,75,4,618.52,2,4,3,243,At risk
13146,172,1,228.91,1,1,1,111,Hibernating
13147,68,4,712.8,2,4,3,243,At risk
13148,30,12,3707.12,4,5,5,455,Champions
13149,82,4,1676.06,2,4,4,244,At risk
13151,166,1,1257.87,1,1,4,114,Hibernating
13153,53,1,486.22,3,1,2,312,At risk
13155,47,4,971.76,3,4,4,344,Loyalists
13157,40,4,1741.22,3,4,4,344,Loyalists
13158,82,4,1201.06,2,4,4,244,At risk
13159,61,4,1437.85,3,4,4,344,Loyalists
13160,138,1,91.8,2,1,1,211,Hibernating
13161,211,1,112.75,1,1,1,111,Hibernating
13162,30,4,1688.29,4,4,4,444,Champions
13165,276,2,1021.48,1,2,4,124,Hibernating
13166,129,1,417.2,2,1,2,212,Hibernating
13167,23,4,791.33,4,4,3,443,Loyalists
13168,4,4,1319.19,5,4,4,544,Champions
13169,16,2,712.88,4,2,3,423,At risk
13170,177,1,116.01,1,1,1,111,Hibernating
13171,132,3,468.41,2,3,2,232,At risk
13173,47,2,353.65,3,2,2,322,At risk
13174,92,3,2817.03,2,3,5,235,At risk
13176,321,1,492.84,1,1,3,113,Hibernating
13177,18,1,282.45,4,1,2,412,At risk
13178,9,11,5725.47,5,5,5,555,Champions
13182,317,1,121.18,1,1,1,111,Hibernating
13183,13,9,3957.78,4,5,5,455,Champions
13184,29,10,1701.29,4,5,4,454,Champions
13185,88,1,71.4,2,1,1,211,Hibernating
13186,80,3,1575.89,2,3,4,234,At risk
13187,265,1,236.02,1,1,1,111,Hibernating
13188,72,1,114.6,2,1,1,211,Hibernating
13189,114,2,260.68,2,2,2,222,Hibernating
13192,10,2,911.94,5,2,3,523,At risk
13193,13,1,117.88,4,1,1,411,At risk
13194,202,1,60.7,1,1,1,111,Hibernating
13196,58,4,1797.78,3,4,4,344,Loyalists
13198,58,6,3401.24,3,5,5,355,Loyalists
13199,2,38,9817.12,5,5,5,555,Champions
13200,32,4,870.09,3,4,3,343,Loyalists
13203,41,4,869.46,3,4,3,343,Loyalists
13207,87,2,250.26,2,2,2,222,Hibernating
13208,9,6,1223.9,5,5,4,554,Champions
13209,29,8,5891.61,4,5,5,455,Champions
13210,80,1,353.48,2,1,2,212,Hibernating
13211,67,3,1197.42,2,3,4,234,At risk
13212,13,3,788.08,4,3,3,433,Loyalists
13213,4,5,1520.58,5,4,4,544,Champions
13216,88,1,333.74,2,1,2,212,Hibernating
13217,157,3,533.98,2,3,3,233,At risk
13218,172,1,62.64,1,1,1,111,Hibernating
13220,24,4,819.29,4,4,3,443,Loyalists
13221,37,2,847.41,3,2,3,323,At risk
13223,5,2,163.2,5,2,1,521,At risk
13224,12,2,2155.95,5,2,5,525,At risk
13225,2,7,6463.84,5,5,5,555,Champions
13226,99,1,108.21,2,1,1,211,Hibernating
13227,6,1,257.7,5,1,2,512,At risk
13228,52,1,358.0,3,1,2,312,At risk
13229,26,1,160.95,4,1,1,411,At risk
13230,8,14,2806.97,5,5,5,555,Champions
13232,2,7,1357.6,5,5,4,554,Champions
13233,33,2,605.12,3,2,3,323,At risk
13235,17,1,1031.07,4,1,4,414,At risk
13236,110,2,744.85,2,2,3,223,Hibernating
13238,101,4,700.73,2,4,3,243,At risk
13239,76,1,329.56,2,1,2,212,Hibernating
13240,68,4,663.65,2,4,3,243,At risk
13242,19,3,270.4,4,3,2,432,Loyalists
13243,8,1,600.07,5,1,3,513,At risk
13244,78,1,121.74,2,1,1,211,Hibernating
13245,362,1,430.5,1,1,2,112,Hibernating
13246,12,6,1987.3,5,5,4,554,Champions
13247,57,4,501.12,3,4,3,343,Loyalists
13248,166,2,465.68,1,2,2,122,Hibernating
13249,75,3,711.41,2,3,3,233,At risk
13253,260,2,1030.4,1,2,4,124,Hibernating
13255,64,2,399.51,3,2,2,322,At risk
13258,11,3,698.58,5,3,3,533,Loyalists
13259,15,1,292.32,4,1,2,412,At risk
13260,13,1,557.62,4,1,3,413,At risk
13261,90,2,944.1,2,2,4,224,Hibernating
13262,80,1,200.29,2,1,1,211,Hibernating
13263,4,35,7454.07,5,5,5,555,Champions
13265,46,5,2107.66,3,4,5,345,Loyalists
13266,9,12,3834.26,5,5,5,555,Champions
13267,4,19,4521.49,5,5,5,555,Champions
13268,3,11,3214.69,5,5,5,555,Champions
13269,20,15,5346.23,4,5,5,455,Champions
13270,328,1,590.0,1,1,3,113,Hibernating
13271,256,1,217.38,1,1,1,111,Hibernating
13272,73,2,276.56,2,2,2,222,Hibernating
13273,134,1,138.98,2,1,1,211,Hibernating
13276,16,2,590.93,4,2,3,423,At risk
13277,90,4,258.4,2,4,2,242,At risk
13278,286,1,542.73,1,1,3,113,Hibernating
13279,39,1,137.75,3,1,1,311,At risk
13280,158,3,814.86,2,3,3,233,At risk
13282,25,3,1132.14,4,3,4,434,Loyalists
13283,11,2,93.66,5,2,1,521,At risk
13284,251,1,201.19,1,1,1,111,Hibernating
13285,27,4,2709.12,4,4,5,445,Champions
13291,256,1,361.11,1,1,2,112,Hibernating
13292,132,2,578.94,2,2,3,223,Hibernating
13294,57,2,873.74,3,2,3,323,At risk
13295,293,1,201.2,1,1,1,111,Hibernating
13296,205,1,87.4,1,1,1,111,Hibernating
13297,23,4,2089.85,4,4,5,445,Champions
13298,38,1,360.0,3,1,2,312,At risk
13299,90,1,142.5,2,1,1,211,Hibernating
13300,291,1,371.89,1,1,2,112,Hibernating
13301,26,4,618.09,4,4,3,443,Loyalists
13302,254,1,63.75,1,1,1,111,Hibernating
13304,276,1,300.42,1,1,2,112,Hibernating
13305,46,10,2000.86,3,5,4,354,Loyalists
13307,150,1,15.0,2,1,1,211,Hibernating
13308,8,3,1385.51,5,3,4,534,Loyalists
13309,12,5,1456.79,5,4,4,544,Champions
13310,12,3,1132.03,5,3,4,534,Loyalists
13311,50,2,598.57,3,2,3,323,At risk
13313,20,5,1555.32,4,4,4,444,Champions
13314,16,3,775.94,4,3,3,433,Loyalists
13316,46,4,5977.73,3,4,5,345,Loyalists
13317,4,6,2273.68,5,5,5,555,Champions
13318,37,3,640.76,3,3,3,333,Loyalists
13319,13,26,10845.55,4,5,5,455,Champions
13320,19,4,1548.7,4,4,4,444,Champions
13321,29,2,567.36,4,2,3,423,At risk
13322,104,1,199.48,2,1,1,211,Hibernating
13323,43,5,787.85,3,4,3,343,Loyalists
13324,8,10,7121.95,5,5,5,555,Champions
13325,53,1,675.3,3,1,3,313,At risk
13327,71,8,3627.77,2,5,5,255,At risk
13328,214,1,1308.48,1,1,4,114,Hibernating
13329,211,2,789.0,1,2,3,123,Hibernating
13330,78,3,1140.93,2,3,4,234,At risk
13332,82,1,350.9,2,1,2,212,Hibernating
13334,54,3,3536.82,3,3,5,335,Loyalists
13336,36,1,795.12,3,1,3,313,At risk
13338,262,1,487.02,1,1,2,112,Hibernating
13339,5,1,860.12,5,1,3,513,At risk
13340,108,7,10736.48,2,5,5,255,At risk
13341,75,1,775.85,2,1,3,213,Hibernating
13343,324,1,353.43,1,1,2,112,Hibernating
13344,24,3,2543.72,4,3,5,435,Loyalists
13345,142,1,389.5,2,1,2,212,Hibernating
13347,26,1,341.36,4,1,2,412,At risk
13348,17,1,233.76,4,1,1,411,At risk
13349,71,1,247.32,2,1,1,211,Hibernating
13350,46,2,979.12,3,2,4,324,At risk
13351,22,1,373.94,4,1,2,412,At risk
13352,12,1,397.98,5,1,2,512,At risk
13354,27,1,743.53,4,1,3,413,At risk
13355,158,1,674.7,2,1,3,213,Hibernating
13356,47,1,768.24,3,1,3,313,At risk
13357,69,1,609.95,2,1,3,213,Hibernating
13358,90,1,439.03,2,1,2,212,Hibernating
13359,17,1,439.56,4,1,2,412,At risk
13362,47,4,3090.74,3,4,5,345,Loyalists
13363,107,2,992.5,2,2,4,224,Hibernating
13364,26,1,134.96,4,1,1,411,At risk
13365,23,2,2225.37,4,2,5,425,At risk
13366,360,1,56.16,1,1,1,111,Hibernating
13368,68,2,623.4,2,2,3,223,Hibernating
13369,325,1,308.28,1,1,2,112,Hibernating
13370,367,1,754.87,1,1,3,113,Hibernating
13372,72,1,378.64,2,1,2,212,Hibernating
13373,13,3,3312.25,4,3,5,435,Loyalists
13375,68,1,778.65,2,1,3,213,Hibernating
13376,9,3,1019.76,5,3,4,534,Loyalists
13379,24,3,572.56,4,3,3,433,Loyalists
13381,12,6,3639.31,5,5,5,555,Champions
13382,122,1,222.99,2,1,1,211,Hibernating
13384,31,7,4151.93,3,5,5,355,Loyalists
13385,249,1,534.57,1,1,3,113,Hibernating
13388,188,2,677.1,1,2,3,123,Hibernating
13389,30,3,797.96,4,3,3,433,Loyalists
13390,33,1,544.08,3,1,3,313,At risk
13391,8,1,59.8,5,1,1,511,At risk
13394,3,8,2520.02,5,5,5,555,Champions
13395,362,1,307.72,1,1,2,112,Hibernating
13396,186,2,1360.99,1,2,4,124,Hibernating
13397,30,5,1544.13,4,4,4,444,Champions
13398,2,1,457.34,5,1,2,512,At risk
13402,173,2,621.23,1,2,3,123,Hibernating
13403,109,1,75.0,2,1,1,211,Hibernating
13404,18,2,252.49,4,2,2,422,At risk
13405,9,3,572.45,5,3,3,533,Loyalists
13408,13,62,28117.04,4,5,5,455,Champions
13410,33,5,1003.06,3,4,4,344,Loyalists
13411,114,1,213.55,2,1,1,211,Hibernating
13414,170,3,1390.5,1,3,4,134,At risk
13416,52,2,712.5,3,2,3,323,At risk
13417,10,2,640.83,5,2,3,523,At risk
13418,9,18,6127.43,5,5,5,555,Champions
13419,16,1,221.06,4,1,1,411,At risk
13420,241,2,159.85,1,2,1,121,Hibernating
13421,150,2,1851.08,2,2,4,224,Hibernating
13422,18,1,2626.3,4,1,5,415,At risk
13425,115,3,1624.21,2,3,4,234,At risk
13426,18,10,3641.32,4,5,5,455,Champions
13427,20,3,582.6,4,3,3,433,Loyalists
13428,67,1,218.47,2,1,1,211,Hibernating
13429,12,4,1006.8,5,4,4,544,Champions
13430,61,2,679.45,3,2,3,323,At risk
13431,23,2,1269.1,4,2,4,424,At risk
13434,32,2,534.24,3,2,3,323,At risk
13435,34,7,3809.89,3,5,5,355,Loyalists
13436,40,1,196.89,3,1,1,311,At risk
13437,81,7,3408.06,2,5,5,255,At risk
13439,65,1,283.71,3,1,2,312,At risk
13441,76,1,296.64,2,1,2,212,Hibernating
13447,145,3,1129.14,2,3,4,234,At risk
13448,24,6,3539.37,4,5,5,455,Champions
13449,150,1,291.88,2,1,2,212,Hibernating
13450,10,6,2043.72,5,5,4,554,Champions
13451,16,5,2976.15,4,4,5,445,Champions
13452,71,2,590.0,2,2,3,223,Hibernating
13453,148,2,356.98,2,2,2,222,Hibernating
13455,156,2,1058.34,2,2,4,224,Hibernating
13456,12,6,1766.72,5,5,4,554,Champions
13458,19,14,9646.57,4,5,5,455,Champions
13460,186,2,183.44,1,2,1,121,Hibernating
13461,208,3,1445.0,1,3,4,134,At risk
13462,60,1,151.5,3,1,1,311,At risk
13464,8,1,674.68,5,1,3,513,At risk
13466,359,1,307.9,1,1,2,112,Hibernating
13467,71,2,1083.71,2,2,4,224,Hibernating
13468,6,37,5704.97,5,5,5,555,Champions
13470,94,2,165.0,2,2,1,221,Hibernating
13471,37,4,2531.58,3,4,5,345,Loyalists
13473,13,2,422.64,4,2,2,422,At risk
13474,33,1,229.59,3,1,1,311,At risk
13475,23,4,1431.78,4,4,4,444,Champions
13476,123,2,1238.47,2,2,4,224,Hibernating
13477,8,6,1454.58,5,5,4,554,Champions
13479,5,2,300.95,5,2,2,522,At risk
13481,1,5,1804.56,5,4,4,544,Champions
13482,29,1,184.64,4,1,1,411,At risk
13483,20,1,140.34,4,1,1,411,At risk
13484,39,1,313.8,3,1,2,312,At risk
13485,30,1,454.24,4,1,2,412,At risk
13486,41,3,1122.41,3,3,4,334,Loyalists
13487,8,3,575.4,5,3,3,533,Loyalists
13488,2,13,8968.31,5,5,5,555,Champions
13489,107,4,449.52,2,4,2,242,At risk
13491,52,10,1215.82,3,5,4,354,Loyalists
13492,20,3,1269.84,4,3,4,434,Loyalists
13493,106,2,618.63,2,2,3,223,Hibernating
13494,204,1,316.26,1,1,2,112,Hibernating
13495,30,5,2044.87,4,4,4,444,Champions
13496,69,2,653.33,2,2,3,223,Hibernating
13497,128,2,348.05,2,2,2,222,Hibernating
13499,26,5,1159.11,4,4,4,444,Champions
13500,144,3,1166.77,2,3,4,234,At risk
13501,142,1,1340.32,2,1,4,214,Hibernating
13502,97,3,292.0,2,3,2,232,At risk
13503,27,1,216.85,4,1,1,411,At risk
13504,18,1,295.93,4,1,2,412,At risk
13505,1,4,4393.63,5,4,5,545,Champions
13506,215,2,458.52,1,2,2,122,Hibernating
13507,44,4,2479.16,3,4,5,345,Loyalists
13508,45,1,110.97,3,1,1,311,At risk
13509,61,7,979.72,3,5,4,354,Loyalists
13510,38,4,1791.56,3,4,4,344,Loyalists
13512,74,1,251.21,2,1,2,212,Hibernating
13513,171,1,205.1,1,1,1,111,Hibernating
13514,32,1,152.2,3,1,1,311,At risk
13515,30,4,891.12,4,4,3,443,Loyalists
13516,30,3,1389.41,4,3,4,434,Loyalists
13517,10,3,2128.42,5,3,5,535,Loyalists
13518,61,1,659.44,3,1,3,313,At risk
13519,39,1,122.75,3,1,1,311,At risk
13520,9,6,3624.35,5,5,5,555,Champions
13521,38,3,1093.65,3,3,4,334,Loyalists
13522,200,1,125.8,1,1,1,111,Hibernating
13523,5,5,3964.88,5,4,5,545,Champions
13524,24,5,680.18,4,4,3,443,Loyalists
13525,53,2,628.78,3,2,3,323,At risk
13527,6,7,2287.51,5,5,5,555,Champions
13529,10,2,307.76,5,2,2,522,At risk
13531,10,2,483.8,5,2,2,522,At risk
13532,233,1,210.31,1,1,1,111,Hibernating
13533,88,3,270.79,2,3,2,232,At risk
13534,3,25,5870.08,5,5,5,555,Champions
13536,34,7,3448.29,3,5,5,355,Loyalists
13538,81,7,1280.85,2,5,4,254,At risk
13539,38,3,631.34,3,3,3,333,Loyalists
13544,38,2,291.41,3,2,2,322,At risk
13546,5,3,626.99,5,3,3,533,Loyalists
13548,45,2,682.41,3,2,3,323,At risk
13549,2,7,918.2,5,5,3,553,Loyalists
13551,228,1,91.8,1,1,1,111,Hibernating
13552,10,12,3740.07,5,5,5,555,Champions
13555,8,4,4149.28,5,4,5,545,Champions
13557,121,2,584.06,2,2,3,223,Hibernating
13558,15,4,605.06,4,4,3,443,Loyalists
13560,55,1,174.37,3,1,1,311,At risk
13561,20,1,141.86,4,1,1,411,At risk
13562,46,3,1799.33,3,3,4,334,Loyalists
13563,57,2,777.53,3,2,3,323,At risk
13564,219,3,1749.02,1,3,4,134,At risk
13565,117,2,240.22,2,2,1,221,Hibernating
13566,55,2,874.71,3,2,3,323,At risk
13568,310,1,192.85,1,1,1,111,Hibernating
13569,106,2,373.75,2,2,2,222,Hibernating
13570,45,1,239.49,3,1,1,311,At risk
13571,1,12,2092.32,5,5,5,555,Champions
13572,11,1,1384.25,5,1,4,514,At risk
13573,61,2,294.4,3,2,2,322,At risk
13575,9,5,732.07,5,4,3,543,Loyalists
13576,24,18,6717.34,4,5,5,455,Champions
13577,41,4,1687.6,3,4,4,344,Loyalists
13579,85,2,467.04,2,2,2,222,Hibernating
13581,193,1,118.0,1,1,1,111,Hibernating
13583,256,1,781.03,1,1,3,113,Hibernating
13584,188,1,142.4,1,1,1,111,Hibernating
13587,16,1,712.4,4,1,3,413,At risk
13588,64,9,2478.95,3,5,5,355,Loyalists
13589,82,2,379.65,2,2,2,222,Hibernating
13590,5,6,1981.92,5,5,4,554,Champions
13591,9,3,1117.13,5,3,4,534,Loyalists
13592,11,4,247.96,5,4,1,541,Loyalists
13593,80,5,2037.08,2,4,4,244,At risk
13594,372,1,396.97,1,1,2,112,Hibernating
13596,53,2,697.04,3,2,3,323,At risk
13598,337,1,180.17,1,1,1,111,Hibernating
13599,3,21,5153.67,5,5,5,555,Champions
13600,206,1,219.52,1,1,1,111,Hibernating
13601,16,2,693.32,4,2,3,423,At risk
13602,18,1,428.89,4,1,2,412,At risk
13603,170,1,164.34,1,1,1,111,Hibernating
13606,45,3,280.54,3,3,2,332,Loyalists
13607,277,1,678.01,1,1,3,113,Hibernating
13610,3,7,1131.88,5,5,4,554,Champions
13611,71,3,1171.8,2,3,4,234,At risk
13614,72,4,1610.46,2,4,4,244,At risk
13615,227,1,417.69,1,1,2,112,Hibernating
13617,134,3,544.18,2,3,3,233,At risk
13618,312,1,177.34,1,1,1,111,Hibernating
13621,146,1,213.85,2,1,1,211,Hibernating
13623,15,5,747.78,4,4,3,443,Loyalists
13626,60,1,257.23,3,1,2,312,At risk
13627,10,5,1638.47,5,4,4,544,Champions
13629,16,11,7792.36,4,5,5,455,Champions
13630,36,7,2031.78,3,5,4,354,Loyalists
13631,8,11,3070.42,5,5,5,555,Champions
13632,31,5,2121.27,3,4,5,345,Loyalists
13634,41,5,1575.16,3,4,4,344,Loyalists
13635,24,1,1071.03,4,1,4,414,At risk
13636,60,5,949.12,3,4,4,344,Loyalists
13637,27,3,810.5,4,3,3,433,Loyalists
13638,90,1,122.64,2,1,1,211,Hibernating
13639,32,1,1033.34,3,1,4,314,At risk
13642,20,1,354.8,4,1,2,412,At risk
13643,92,3,519.44,2,3,3,233,At risk
13644,32,4,2624.26,3,4,5,345,Loyalists
13645,150,1,252.1,2,1,2,212,Hibernating
13647,27,4,1678.12,4,4,4,444,Champions
13649,67,2,346.6,2,2,2,222,Hibernating
13650,12,6,1836.34,5,5,4,554,Champions
13651,239,2,94.2,1,2,1,121,Hibernating
13652,68,3,1095.08,2,3,4,234,At risk
13654,8,6,2707.33,5,5,5,555,Champions
13655,41,2,932.97,3,2,3,323,At risk
13656,267,2,379.65,1,2,2,122,Hibernating
13657,6,2,382.14,5,2,2,522,At risk
13658,9,5,2639.17,5,4,5,545,Champions
13659,11,2,1573.2,5,2,4,524,At risk
13662,17,3,897.76,4,3,3,433,Loyalists
13663,331,1,189.47,1,1,1,111,Hibernating
13666,11,3,84.65,5,3,1,531,Loyalists
13667,237,1,305.02,1,1,2,112,Hibernating
13668,5,21,6363.59,5,5,5,555,Champions
13669,240,2,218.55,1,2,1,121,Hibernating
13670,34,1,349.7,3,1,2,312,At risk
13672,179,2,186.39,1,2,1,121,Hibernating
13673,114,2,396.92,2,2,2,222,Hibernating
13675,134,2,486.82,2,2,2,222,Hibernating
13678,246,1,232.6,1,1,1,111,Hibernating
13680,38,4,3722.42,3,4,5,345,Loyalists
13681,25,4,827.83,4,4,3,443,Loyalists
13682,369,1,59.5,1,1,1,111,Hibernating
13684,138,1,67.23,2,1,1,211,Hibernating
13685,3,7,3119.44,5,5,5,555,Champions
13686,339,1,72.0,1,1,1,111,Hibernating
13689,16,1,910.0,4,1,3,413,At risk
13690,9,1,172.25,5,1,1,511,At risk
13692,19,3,1488.32,4,3,4,434,Loyalists
13694,2,50,65039.62,5,5,5,555,Champions
13695,16,15,2504.13,4,5,5,455,Champions
13697,268,1,151.3,1,1,1,111,Hibernating
13699,254,1,308.58,1,1,2,112,Hibernating
13700,38,10,2265.12,3,5,5,355,Loyalists
13703,226,1,99.5,1,1,1,111,Hibernating
13704,9,9,2308.06,5,5,5,555,Champions
13705,57,3,711.86,3,3,3,333,Loyalists
13706,183,1,330.79,1,1,2,112,Hibernating
13707,87,2,806.41,2,2,3,223,Hibernating
13708,97,1,296.88,2,1,2,212,Hibernating
13709,19,13,6328.05,4,5,5,455,Champions
13710,212,1,180.48,1,1,1,111,Hibernating
13711,24,2,252.06,4,2,2,422,At risk
13712,50,1,228.84,3,1,1,311,At risk
13715,123,5,1079.34,2,4,4,244,At risk
13716,92,1,138.28,2,1,1,211,Hibernating
13717,4,6,1445.01,5,5,4,554,Champions
13718,48,2,306.55,3,2,2,322,At risk
13719,5,5,1041.68,5,4,4,544,Champions
13720,34,4,799.9,3,4,3,343,Loyalists
13721,250,1,524.14,1,1,3,113,Hibernating
13722,128,3,2375.41,2,3,5,235,At risk
13723,22,1,199.85,4,1,1,411,At risk
13725,26,8,1980.56,4,5,4,454,Champions
13726,97,2,1079.66,2,2,4,224,Hibernating
13727,185,2,333.48,1,2,2,122,Hibernating
13728,4,6,1016.14,5,5,4,554,Champions
13730,202,2,752.6,1,2,3,123,Hibernating
13731,24,2,610.59,4,2,3,423,At risk
13732,178,1,491.86,1,1,3,113,Hibernating
13735,31,4,2885.24,3,4,5,345,Loyalists
13736,51,2,731.9,3,2,3,323,At risk
13737,5,1,339.6,5,1,2,512,At risk
13739,113,1,216.9,2,1,1,211,Hibernating
13740,39,1,350.75,3,1,2,312,At risk
13741,22,3,668.43,4,3,3,433,Loyalists
13742,19,12,3131.02,4,5,5,455,Champions
13743,22,7,1341.6,4,5,4,454,Champions
13744,85,2,1156.36,2,2,4,224,Hibernating
13745,271,1,300.04,1,1,2,112,Hibernating
13747,374,1,79.6,1,1,1,111,Hibernating
13748,30,5,948.25,4,4,4,444,Champions
13750,3,5,1647.26,5,4,4,544,Champions
13751,143,1,296.25,2,1,2,212,Hibernating
13752,13,6,1186.28,4,5,4,454,Champions
13753,139,1,741.26,2,1,3,213,Hibernating
13754,218,2,282.6,1,2,2,122,Hibernating
13755,15,9,2161.35,4,5,5,455,Champions
13756,11,14,5189.52,5,5,5,555,Champions
13758,5,7,3190.55,5,5,5,555,Champions
13759,27,2,659.41,4,2,3,423,At risk
13760,3,2,286.79,5,2,2,522,At risk
13761,334,2,1070.65,1,2,4,124,Hibernating
13762,24,1,306.72,4,1,2,412,At risk
13763,15,1,1714.96,4,1,4,414,At risk
13764,26,3,1521.76,4,3,4,434,Loyalists
13767,8,37,17220.36,5,5,5,555,Champions
13769,13,10,2796.51,4,5,5,455,Champions
13771,4,4,2634.45,5,4,5,545,Champions
13772,36,3,1132.13,3,3,4,334,Loyalists
13774,52,1,345.0,3,1,2,312,At risk
13777,8,33,25977.16,5,5,5,555,Champions
13778,100,1,178.7,2,1,1,211,Hibernating
13780,54,2,360.01,3,2,2,322,At risk
13781,58,1,127.84,3,1,1,311,At risk
13782,25,6,912.0,4,5,3,453,Loyalists
13784,8,11,2462.79,5,5,5,555,Champions
13786,335,1,230.4,1,1,1,111,Hibernating
13787,34,2,309.04,3,2,2,322,At risk
13790,47,1,348.8,3,1,2,312,At risk
13791,176,2,1516.0,1,2,4,124,Hibernating
13792,22,2,195.55,4,2,1,421,At risk
13798,2,57,37153.85,5,5,5,555,Champions
13799,145,2,688.86,2,2,3,223,Hibernating
13800,195,1,558.32,1,1,3,113,Hibernating
13801,23,1,324.8,4,1,2,412,At risk
13802,65,3,4599.42,3,3,5,335,Loyalists
13803,66,1,277.07,2,1,2,212,Hibernating
13804,43,7,2635.79,3,5,5,355,Loyalists
13805,180,2,924.6,1,2,3,123,Hibernating
13806,16,1,256.38,4,1,2,412,At risk
13807,334,1,112.6,1,1,1,111,Hibernating
13808,20,5,1747.66,4,4,4,444,Champions
13809,187,1,155.05,1,1,1,111,Hibernating
13810,5,3,1499.01,5,3,4,534,Loyalists
13811,33,3,814.5,3,3,3,333,Loyalists
13812,17,3,539.0,4,3,3,433,Loyalists
13813,26,4,1366.86,4,4,4,444,Champions
13814,76,2,1579.12,2,2,4,224,Hibernating
13815,137,4,4027.36,2,4,5,245,At risk
13816,17,2,571.67,4,2,3,423,At risk
13817,186,2,382.98,1,2,2,122,Hibernating
13819,180,3,1140.35,1,3,4,134,At risk
13821,76,2,385.64,2,2,2,222,Hibernating
13822,53,2,632.0,3,2,3,323,At risk
13823,75,2,957.66,2,2,4,224,Hibernating
13824,8,5,1698.94,5,4,4,544,Champions
13826,318,1,189.5,1,1,1,111,Hibernating
13827,6,3,412.05,5,3,2,532,Loyalists
13828,135,1,209.49,2,1,1,211,Hibernating
13831,5,6,2202.99,5,5,5,555,Champions
13832,116,1,52.2,2,1,1,211,Hibernating
13833,265,1,384.8,1,1,2,112,Hibernating
13835,20,4,834.57,4,4,3,443,Loyalists
13837,17,2,271.24,4,2,2,422,At risk
13838,53,4,691.73,3,4,3,343,Loyalists
13841,60,1,85.0,3,1,1,311,At risk
13842,4,9,3385.62,5,5,5,555,Champions
13844,73,1,361.62,2,1,2,212,Hibernating
13845,18,1,312.98,4,1,2,412,At risk
13846,41,3,865.06,3,3,3,333,Loyalists
13848,76,3,1255.0,2,3,4,234,At risk
13849,297,2,1537.95,1,2,4,124,Hibernating
13850,181,1,1595.48,1,1,4,114,Hibernating
13851,85,3,2651.46,2,3,5,235,At risk
13853,5,1,1090.14,5,1,4,514,At risk
13854,2,25,8109.52,5,5,5,555,Champions
13856,8,3,388.5,5,3,2,532,Loyalists
13858,5,1,216.17,5,1,1,511,At risk
13859,243,1,201.16,1,1,1,111,Hibernating
13860,38,5,1245.9,3,4,4,344,Loyalists
13862,29,8,2209.36,4,5,5,455,Champions
13863,52,1,305.78,3,1,2,312,At risk
13865,8,4,501.56,5,4,3,543,Loyalists
13866,32,1,145.67,3,1,1,311,At risk
13867,23,3,1015.29,4,3,4,434,Loyalists
13868,54,2,3192.54,3,2,5,325,At risk
13869,79,4,3104.95,2,4,5,245,At risk
13870,41,8,2770.94,3,5,5,355,Loyalists
13871,3,13,6403.25,5,5,5,555,Champions
13873,24,3,389.6,4,3,2,432,Loyalists
13874,286,1,540.45,1,1,3,113,Hibernating
13875,3,5,1786.79,5,4,4,544,Champions
13876,16,1,122.7,4,1,1,411,At risk
13877,61,1,117.24,3,1,1,311,At risk
13878,4,1,1281.53,5,1,4,514,At risk
13880,22,13,3219.77,4,5,5,455,Champions
13881,2,20,17159.52,5,5,5,555,Champions
13882,17,5,1191.13,4,4,4,444,Champions
13883,24,5,2674.48,4,4,5,445,Champions
13884,54,5,787.6,3,4,3,343,Loyalists
13885,5,2,506.8,5,2,3,523,At risk
13886,27,1,243.56,4,1,1,411,At risk
